Id,MSSubClass,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,YrSold,SalePrice
769,20,RL,9100,7,5,2004,2005,0,Gd,1860,Y,1836,0,1836,0,Gd,1,2,2006,216837
770,60,RL,53504,8,5,2003,2003,603,Ex,1650,Y,1690,1589,3279,1,Ex,1,3,2010,538000
771,85,RL,7252,5,5,1982,1982,0,TA,858,Y,858,0,858,1,TA,0,2,2009,134900
772,20,RL,8877,4,5,1951,1951,0,TA,836,Y,1220,0,1220,0,TA,0,2,2006,102000
773,80,RL,7819,6,5,1976,1976,0,TA,1029,Y,1117,0,1117,1,TA,1,2,2010,107000
774,20,RL,10150,5,5,1958,1958,1,TA,912,Y,912,0,912,0,TA,0,1,2007,114500
775,20,RL,14226,8,5,2006,2006,375,Gd,1935,Y,1973,0,1973,0,Gd,1,3,2007,395000
776,120,RM,4500,6,5,1998,1998,320,TA,1204,Y,1204,0,1204,1,TA,0,2,2009,162000
777,20,RL,11210,7,5,2005,2006,240,Gd,1614,Y,1614,0,1614,0,Gd,0,3,2006,221500
778,20,RL,13350,5,5,1974,1974,0,TA,864,Y,894,0,894,1,TA,1,2,2006,142500
779,90,RH,8400,5,5,1977,1977,320,TA,0,Y,2020,0,2020,0,TA,2,2,2007,144000
780,90,RL,10530,6,5,1977,1977,90,TA,975,Y,1004,0,1004,1,TA,0,2,2006,135000
781,20,RL,7875,7,5,1995,1996,38,TA,1237,Y,1253,0,1253,0,TA,1,2,2007,176000
782,60,RL,7153,6,5,1992,1992,0,Gd,761,Y,810,793,1603,0,Gd,0,2,2006,175900
783,20,RL,16285,7,5,2001,2002,0,Gd,1413,Y,1430,0,1430,0,Gd,0,2,2009,187100
784,85,RL,9101,5,6,1978,1978,104,TA,1097,Y,1110,0,1110,1,Gd,1,2,2009,165500
785,75,RM,6300,6,6,1914,2001,0,TA,742,Y,742,742,1484,0,TA,1,0,2008,128000
786,20,RL,9790,6,5,1967,1967,0,TA,1372,Y,1342,0,1342,0,TA,1,2,2009,161500
787,50,RM,10800,5,6,1915,1950,0,TA,686,Y,966,686,1652,1,TA,0,1,2010,139000
788,60,RL,10142,7,5,2004,2004,0,Gd,956,Y,956,1128,2084,1,Gd,0,2,2010,233000
789,20,RM,6000,4,7,1954,2000,0,TA,901,Y,901,0,901,0,TA,0,1,2008,107900
790,60,RL,12205,6,8,1966,2007,157,TA,832,Y,976,1111,2087,0,Gd,0,2,2007,187500
791,120,RL,3182,7,5,2005,2006,11,Gd,1145,Y,1145,0,1145,0,Gd,1,2,2009,160200
792,80,RL,11333,6,5,1976,1976,0,TA,1029,Y,1062,0,1062,1,TA,2,2,2007,146800
793,60,RL,9920,7,5,1996,1997,0,Gd,1117,Y,1127,886,2013,1,TA,1,2,2007,269790
794,20,RL,9158,8,5,2007,2007,140,Gd,1496,Y,1496,0,1496,0,Gd,0,2,2007,225000
795,60,RL,10832,7,5,1994,1996,0,Gd,712,Y,1086,809,1895,0,Gd,1,2,2008,194500
796,60,RL,8400,6,6,1980,1981,130,TA,650,Y,888,676,1564,0,TA,1,2,2010,171000
797,20,RL,8197,6,5,1977,1977,148,TA,660,Y,1285,0,1285,0,TA,1,2,2007,143500
798,20,RL,7677,5,5,1953,1953,0,TA,773,Y,773,0,773,0,TA,0,1,2008,110000
799,60,RL,13518,9,5,2008,2009,860,Ex,1926,Y,1966,1174,3140,0,Ex,2,3,2009,485000
800,50,RL,7200,5,7,1937,1950,252,TA,731,Y,981,787,1768,1,Gd,2,1,2007,175000
801,60,RL,12798,6,5,1997,1997,0,TA,616,Y,616,1072,1688,1,Gd,0,2,2008,200000
802,30,RM,4800,4,7,1916,1990,0,TA,1196,Y,1196,0,1196,1,TA,0,2,2007,109900
803,60,RL,8199,7,5,2005,2005,0,Gd,728,Y,728,728,1456,1,Gd,1,2,2008,189000
804,60,RL,13891,9,5,2008,2009,424,Ex,1734,Y,1734,1088,2822,0,Ex,1,3,2009,582933
805,20,RL,9000,5,5,1954,1954,0,TA,936,Y,1128,0,1128,0,TA,0,1,2006,118000
806,20,RL,12274,7,5,2008,2008,256,Gd,1417,Y,1428,0,1428,0,Ex,0,2,2008,227680
807,80,RL,9750,5,5,1967,1967,0,TA,980,Y,980,0,980,0,TA,0,1,2006,135500
808,70,RL,21384,5,6,1923,2004,0,TA,1324,Y,1072,504,1576,2,Gd,1,2,2009,223500
809,80,RL,13400,5,5,1966,1966,1047,TA,1024,Y,1086,0,1086,1,TA,1,2,2006,159950
810,75,RM,8100,5,5,1898,1965,0,TA,849,N,1075,1063,2138,0,TA,0,2,2009,106000
811,20,RL,10140,6,6,1974,1999,99,TA,1040,Y,1309,0,1309,1,Gd,1,2,2006,181000
812,120,RM,4438,6,5,2004,2004,169,Gd,848,Y,848,0,848,1,Gd,1,2,2008,144500
813,20,C (all),8712,5,5,1952,1952,0,Fa,540,N,1044,0,1044,0,Fa,0,2,2010,55993
814,20,RL,9750,6,6,1958,1958,243,TA,1442,Y,1442,0,1442,0,TA,0,1,2007,157900
815,50,RL,8248,5,7,1918,1950,0,TA,686,Y,686,564,1250,0,Fa,0,1,2006,116000
816,20,RL,12137,7,5,1998,1998,442,TA,1649,Y,1661,0,1661,0,Gd,0,2,2010,224900
817,20,RL,11425,5,6,1954,1954,0,TA,1008,Y,1008,0,1008,0,TA,1,1,2006,137000
818,20,RL,13265,8,5,2002,2002,148,Gd,1568,Y,1689,0,1689,1,Gd,2,3,2008,271000
819,80,RL,8816,6,7,1971,1971,80,TA,1010,Y,1052,0,1052,1,TA,0,2,2010,155000
820,120,RL,6371,7,5,2009,2010,128,Gd,1358,Y,1358,0,1358,1,Gd,1,2,2010,224000
821,60,RL,7226,7,5,2003,2003,0,Gd,798,Y,798,842,1640,0,Gd,0,2,2008,183000
822,20,RM,6000,4,4,1953,1953,0,Fa,936,N,936,0,936,0,TA,0,2,2009,93000
823,60,RL,12394,7,5,2003,2003,0,Gd,847,Y,847,886,1733,0,Gd,1,2,2007,225000
824,50,RL,9900,6,7,1940,1950,0,TA,778,Y,944,545,1489,0,TA,1,1,2009,139500
825,20,FV,11216,8,5,2006,2006,0,Gd,1489,Y,1489,0,1489,0,Gd,1,2,2006,232600
826,20,RL,14803,10,5,2007,2008,816,Ex,2078,Y,2084,0,2084,1,Ex,1,3,2008,385000
827,45,RM,6130,5,6,1924,1950,0,TA,784,Y,784,0,784,1,Gd,0,0,2008,109500
828,20,RL,8529,7,5,2001,2001,0,Gd,1454,Y,1434,0,1434,0,Gd,1,2,2009,189000
829,60,RL,28698,5,5,1967,1967,0,TA,1013,Y,1160,966,2126,0,TA,0,2,2009,185000
830,160,FV,2544,7,5,2005,2005,0,Gd,600,Y,520,623,1223,0,Gd,0,2,2006,147400
831,20,RL,11900,6,5,1957,1957,387,TA,1392,Y,1392,0,1392,1,TA,2,2,2008,166000
832,160,FV,3180,7,5,2005,2005,0,TA,600,Y,520,600,1200,0,Gd,0,2,2006,151000
833,60,RL,9548,7,6,2003,2003,223,Gd,941,Y,941,888,1829,1,Gd,1,2,2010,237000
834,20,RL,10004,6,6,1964,1964,180,TA,1516,Y,1516,0,1516,0,TA,0,2,2009,167000
835,20,RL,7875,5,6,1961,1961,136,TA,1144,Y,1144,0,1144,1,TA,0,2,2008,139950
836,20,RL,9600,4,7,1950,1995,0,TA,1067,Y,1067,0,1067,0,Gd,0,2,2010,128000
837,30,RM,8100,5,6,1948,1973,0,TA,1559,Y,1559,0,1559,1,TA,0,2,2007,153500
838,160,RM,1680,6,5,1973,1973,158,TA,483,Y,483,504,987,1,TA,0,1,2008,100000
839,20,RL,9525,5,6,1995,2006,0,TA,1099,Y,1099,0,1099,0,Gd,0,1,2008,144000
840,50,RL,11767,5,6,1946,1995,0,TA,768,Y,768,432,1200,0,TA,0,1,2008,130500
841,70,RH,12155,6,8,1925,1950,0,TA,672,N,810,672,1482,0,Fa,0,1,2008,140000
842,70,RM,10440,5,8,1904,2002,0,TA,650,Y,958,581,1539,0,Gd,1,2,2008,157500
843,80,RL,9020,6,7,1966,1966,183,TA,1127,Y,1165,0,1165,1,TA,0,2,2008,174900
844,90,RL,8000,5,4,1961,1961,0,TA,1800,N,1800,0,1800,0,TA,0,0,2007,141000
845,50,RM,12665,5,8,1915,1950,0,TA,876,Y,876,540,1416,0,TA,1,3,2008,153900
846,85,RL,16647,5,5,1975,1981,0,TA,1390,Y,1701,0,1701,1,TA,2,2,2007,171000
847,60,RL,9317,7,5,1993,1993,137,Gd,740,Y,1006,769,1775,1,Gd,1,2,2009,213000
848,20,RL,15523,5,6,1972,1972,0,TA,864,Y,864,0,864,1,TA,1,1,2009,133500
849,50,RL,45600,6,8,1908,1997,0,TA,907,Y,1307,1051,2358,0,TA,1,2,2008,240000
850,80,RL,9600,6,7,1976,1994,360,Gd,528,Y,1094,761,1855,0,TA,1,2,2007,187000
851,120,RM,4435,6,5,2003,2003,170,Gd,848,Y,848,0,848,1,Gd,0,2,2007,131500
852,120,RL,3196,8,5,2003,2003,40,Gd,1273,Y,1456,0,1456,0,Gd,1,2,2006,215000
853,75,RL,7128,7,5,1941,1950,0,TA,918,Y,918,728,1646,0,TA,2,1,2007,164000
854,80,RL,12095,6,6,1964,1964,115,TA,1127,Y,1445,0,1445,0,TA,1,2,2009,158000
855,20,RL,17920,5,4,1955,1974,0,TA,1763,Y,1779,0,1779,1,TA,1,2,2006,170000
856,20,RL,6897,5,8,1962,2010,0,TA,1040,Y,1040,0,1040,1,TA,0,1,2010,127000
857,80,RL,10970,6,6,1978,1978,0,TA,940,Y,1026,0,1026,1,TA,0,2,2008,147000
858,60,RL,8125,6,5,1994,1995,0,TA,702,Y,702,779,1481,0,TA,1,2,2009,174000
859,20,RL,10400,7,5,1976,1976,189,TA,1090,Y,1370,0,1370,0,TA,1,2,2009,152000
860,60,RL,11029,6,7,1968,1984,220,TA,1054,Y,1512,1142,2654,1,Gd,1,2,2006,250000
861,50,RL,7642,7,8,1918,1998,0,Gd,912,Y,912,514,1426,0,Gd,1,1,2007,189950
862,190,RL,11625,5,4,1965,1965,0,TA,1039,Y,1039,0,1039,1,TA,0,2,2010,131500
863,20,RL,9672,6,5,1984,1985,0,TA,1040,Y,1097,0,1097,0,TA,0,2,2010,152000
864,20,RL,7931,5,5,1959,1959,0,TA,1148,Y,1148,0,1148,1,TA,0,1,2009,132500
865,20,FV,8640,7,5,2007,2008,0,Gd,1372,Y,1372,0,1372,0,Gd,0,2,2008,250580
866,20,RL,8750,5,6,1970,1970,76,TA,1002,Y,1002,0,1002,1,TA,0,2,2009,148500
867,20,RL,10656,8,5,2006,2007,274,Gd,1638,Y,1646,0,1646,0,Gd,1,3,2007,248900
868,20,RL,6970,4,5,1961,1961,0,TA,1040,Y,1120,0,1120,1,Fa,0,2,2007,129000
869,60,RL,14762,5,6,1948,1950,0,TA,0,Y,1547,720,2320,0,TA,1,2,2006,169000
870,60,RL,9938,7,5,1993,1994,246,Gd,1050,Y,1062,887,1949,1,Gd,1,2,2010,236000
871,20,RL,6600,5,5,1962,1962,0,TA,894,N,894,0,894,0,TA,0,1,2009,109500
872,60,RL,8750,6,5,1998,1998,116,TA,804,Y,804,878,1682,0,Gd,0,2,2010,200500
873,20,RL,8892,5,7,1953,1996,0,Gd,105,Y,910,0,910,0,Gd,0,2,2008,116000
874,40,RL,12144,5,7,1949,1950,0,Gd,832,Y,1036,0,1268,0,TA,1,1,2009,133000
875,50,RM,5720,5,6,1941,1950,0,TA,676,Y,676,455,1131,0,TA,0,1,2009,66500
876,60,FV,9000,8,5,2007,2007,0,Gd,1184,Y,1184,1426,2610,0,Ex,1,2,2007,303477
877,20,RL,25286,4,5,1963,1963,0,TA,1064,Y,1040,0,1040,1,TA,0,2,2007,132250
878,60,RL,8834,9,5,2004,2005,216,Gd,1462,Y,1462,762,2224,1,Ex,1,3,2009,350000
879,85,RL,11782,5,7,1961,1995,0,TA,1109,Y,1155,0,1155,1,Gd,0,2,2010,148000
880,20,RL,7000,5,8,1978,2005,90,Gd,864,Y,864,0,864,1,TA,0,1,2009,136500
881,20,RL,7024,5,5,2005,2006,0,TA,1090,Y,1090,0,1090,1,TA,0,2,2007,157000
882,50,RL,13758,7,5,1990,1991,117,Gd,1156,Y,1187,530,1717,0,Gd,1,2,2007,187500
883,60,RL,9636,6,5,1992,1993,0,TA,808,Y,808,785,1593,0,TA,1,2,2009,178000
884,75,RL,6204,4,5,1912,1950,0,Gd,795,N,954,795,2230,1,TA,0,1,2006,118500
885,20,RL,7150,5,5,1967,1967,60,TA,892,Y,892,0,892,0,TA,0,1,2009,100000
886,120,FV,5119,9,5,1999,2000,60,Gd,1698,Y,1709,0,1709,1,Gd,1,2,2008,328900
887,90,RL,8393,5,5,1959,2005,122,TA,1626,Y,1712,0,1712,0,TA,0,2,2006,145000
888,50,RL,16466,5,7,1955,1955,0,TA,816,Y,872,521,1393,0,TA,0,1,2008,135500
889,20,RL,15865,8,6,1970,1970,0,Gd,2217,Y,2217,0,2217,1,Gd,1,2,2007,268000
890,20,RL,12160,6,4,1953,1953,90,TA,1505,Y,1505,0,1505,1,TA,1,2,2009,149500
891,50,RL,8064,5,7,1949,2006,0,TA,672,Y,672,252,924,0,TA,1,2,2007,122900
892,60,RL,11184,6,5,1978,1978,92,TA,918,Y,918,765,1683,0,TA,1,2,2009,172500
893,20,RL,8414,6,8,1963,2003,0,TA,1059,Y,1068,0,1068,0,TA,0,1,2006,154500
894,20,RL,13284,5,5,1954,1954,0,TA,1383,Y,1383,0,1383,1,TA,1,1,2008,165000
895,90,RL,7018,5,5,1979,1979,0,TA,0,Y,1535,0,1535,0,TA,0,2,2009,118858
896,60,RL,7056,6,5,1963,1963,415,TA,780,Y,983,813,1796,1,TA,1,2,2008,140000
897,30,RM,8765,4,6,1936,1950,0,TA,951,N,951,0,951,0,TA,0,1,2006,106500
898,90,RL,7018,5,5,1979,1979,0,TA,0,Y,1120,1120,2240,0,TA,0,2,2009,142953
899,20,RL,12919,9,5,2009,2010,760,Ex,2330,Y,2364,0,2364,1,Ex,2,3,2010,611657
900,20,RL,6993,5,7,1961,1994,0,TA,912,Y,1236,0,1236,0,TA,1,1,2006,135000
901,20,RL,7340,4,6,1971,1971,0,TA,858,Y,858,0,858,0,TA,0,1,2007,110000
902,20,RL,8712,5,7,1957,2000,0,TA,992,Y,1306,0,1306,1,TA,0,1,2009,153000
903,60,RL,7875,7,5,2003,2003,0,Gd,783,Y,807,702,1509,0,Gd,1,2,2006,180000
904,20,RL,14859,7,5,2006,2006,27,Gd,1670,Y,1670,0,1670,0,Gd,1,3,2006,240000
905,20,RL,6173,5,6,1967,1967,75,TA,876,Y,902,0,902,0,TA,0,1,2007,125500
906,20,RL,9920,5,5,1954,1954,110,TA,1056,Y,1063,0,1063,1,TA,0,1,2010,128000
907,20,RL,13501,8,5,2006,2006,208,Gd,1623,Y,1636,0,1636,1,Gd,1,3,2007,255000
908,50,RL,11500,7,7,1936,1987,0,Gd,1017,Y,1020,1037,2057,0,Gd,1,1,2006,250000
909,20,RL,8885,5,5,1983,1983,0,TA,864,Y,902,0,902,1,TA,0,2,2006,131000
910,60,RL,12589,6,5,2005,2005,0,Gd,742,Y,742,742,1484,0,Gd,1,2,2009,174000
911,90,RL,11600,5,5,1960,1960,361,TA,1105,Y,1105,1169,2274,0,TA,0,2,2010,154300
912,20,RL,9286,5,7,1977,1989,0,TA,1268,Y,1268,0,1268,0,Gd,0,1,2009,143500
913,30,RM,6120,5,7,1925,1950,0,TA,768,N,1015,0,1015,0,TA,0,1,2006,88000
914,90,RH,6270,5,6,1949,1950,0,TA,1001,N,1001,1001,2002,0,TA,0,3,2007,145000
915,160,FV,3000,6,5,2009,2009,76,Gd,612,Y,612,612,1224,0,Gd,0,2,2009,173733
916,160,RM,2001,4,5,1970,1970,80,TA,546,Y,546,546,1092,0,TA,0,1,2007,75000
917,20,C (all),9000,2,3,1949,1950,0,TA,480,N,480,0,480,1,TA,0,1,2006,35311
918,20,RL,17140,4,6,1956,1956,0,TA,1134,Y,1229,0,1229,0,TA,0,1,2009,135000
919,60,RL,13125,7,5,1991,1991,0,Gd,1104,Y,912,1215,2127,1,Gd,1,3,2007,238000
920,20,RL,11029,6,8,1958,2002,0,Ex,1184,Y,1414,0,1414,1,TA,1,2,2008,176500
921,60,RL,8462,6,5,1994,1994,105,Gd,928,Y,936,785,1721,0,Gd,0,2,2007,201000
922,90,RL,8777,5,7,1900,2003,0,TA,1272,Y,1272,928,2200,2,TA,0,0,2008,145900
923,20,RL,10237,6,5,2005,2006,0,Gd,1316,Y,1316,0,1316,0,Gd,1,2,2006,169990
924,120,RL,8012,6,5,1993,1994,0,Gd,1604,Y,1617,0,1617,1,Gd,1,2,2008,193000
925,20,RL,10240,6,6,1980,1980,157,TA,1686,Y,1686,0,1686,1,TA,1,2,2006,207500
926,20,RL,15611,5,6,1977,1977,0,TA,1126,Y,1126,0,1126,0,Ex,0,2,2008,175000
927,60,RL,11999,8,5,2003,2004,340,Gd,1181,Y,1234,1140,2374,0,Ex,1,3,2007,285000
928,60,RL,9900,7,5,1968,1968,342,TA,832,Y,1098,880,1978,0,TA,1,2,2008,176000
929,20,RL,11838,8,5,2001,2001,0,Gd,1753,Y,1788,0,1788,0,Ex,1,2,2009,236500
930,60,RL,13006,7,5,1997,1997,285,TA,964,Y,993,1243,2236,0,Gd,1,2,2006,222000
931,20,RL,8925,8,5,2007,2007,0,Gd,1466,Y,1466,0,1466,0,Gd,0,3,2009,201000
932,20,RL,9100,5,6,1965,1965,0,TA,925,Y,925,0,925,0,TA,0,1,2009,117500
933,20,RL,11670,9,5,2006,2006,302,Ex,1905,Y,1905,0,1905,0,Ex,1,3,2007,320000
934,20,RL,8487,7,5,2004,2004,210,Gd,1500,Y,1500,0,1500,0,Gd,0,2,2009,190000
935,20,RL,27650,7,7,1960,2007,0,TA,585,Y,2069,0,2069,1,Gd,1,2,2008,242000
936,30,RL,5825,4,5,1926,1953,108,TA,600,Y,747,0,747,0,TA,0,2,2006,79900
937,20,RL,10083,7,5,2003,2003,NA,Gd,1176,Y,1200,0,1200,1,Gd,0,2,2009,184900
938,60,RL,9675,7,5,2005,2005,0,Gd,1113,Y,1113,858,1971,0,Gd,1,2,2009,253000
939,60,RL,8760,7,5,2006,2006,0,Gd,1391,Y,1391,571,1962,0,Gd,0,3,2006,239799
940,70,RL,24090,7,7,1940,1950,0,TA,1032,Y,1207,1196,2403,0,TA,2,1,2010,244400
941,90,RL,12640,6,5,1976,1976,0,TA,1728,Y,1728,0,1728,0,TA,0,2,2006,150900
942,60,RL,8755,7,5,1999,1999,298,Gd,992,Y,1022,1038,2060,1,Gd,1,2,2009,214000
943,90,RL,7711,4,3,1977,1977,0,TA,1440,Y,1440,0,1440,2,TA,0,0,2007,150000
944,90,RL,25000,5,4,1967,1967,0,TA,1632,Y,1632,0,1632,0,TA,0,2,2007,143000
945,20,RL,14375,6,6,1958,1958,541,TA,819,Y,1344,0,1344,0,Gd,1,2,2009,137500
946,50,RM,8820,5,6,1890,1996,0,TA,1088,Y,1188,561,1869,0,TA,0,2,2009,124900
947,80,RL,8163,5,6,1959,1959,128,TA,1144,Y,1144,0,1144,1,TA,1,1,2006,143000
948,20,RL,14536,8,5,2002,2003,236,Gd,1616,Y,1629,0,1629,1,Gd,1,3,2007,270000
949,60,RL,14006,7,5,2002,2002,144,Gd,936,Y,936,840,1776,0,Gd,1,2,2006,192500
950,20,RL,9360,6,7,1972,2006,0,TA,1161,Y,1381,0,1381,1,Gd,1,2,2010,197500
951,20,RL,7200,5,8,1950,2002,0,TA,864,Y,864,0,864,1,Gd,0,2,2007,129000
952,20,RH,7800,5,5,1965,1965,0,TA,828,Y,965,0,965,1,TA,0,1,2006,119900
953,85,RL,7200,5,8,1972,2003,0,TA,768,Y,768,0,768,0,TA,0,1,2009,133900
954,60,RL,11075,5,4,1969,1969,232,TA,784,Y,1168,800,1968,0,TA,1,2,2008,172000
955,90,RL,9400,6,5,1975,1975,250,TA,945,Y,980,0,980,0,TA,0,0,2006,127500
956,90,RH,7136,6,6,1946,1950,423,TA,979,N,979,979,1958,0,TA,0,2,2007,145000
957,160,RM,1300,6,6,1980,1980,0,TA,561,Y,561,668,1229,0,TA,1,2,2009,124000
958,20,RL,7420,5,5,1962,1962,0,TA,1057,Y,1057,0,1057,0,TA,0,2,2007,132000
959,20,RL,8450,7,5,2003,2003,0,Gd,1337,Y,1337,0,1337,1,Gd,0,2,2007,185000
960,160,FV,2572,7,5,1999,1999,0,Gd,696,Y,696,720,1416,1,Gd,0,2,2010,155000
961,20,RL,7207,5,7,1958,2008,0,TA,858,Y,858,0,858,1,TA,0,0,2010,116500
962,60,RL,12227,6,7,1977,1995,424,TA,1330,Y,1542,1330,2872,1,TA,1,2,2008,272000
963,160,RL,2308,6,6,1976,1976,0,TA,804,Y,804,744,1548,1,Gd,1,2,2007,155000
964,20,RL,11923,9,5,2007,2007,0,Gd,1800,Y,1800,0,1800,0,Ex,0,2,2009,239000
965,60,RL,11316,7,5,2002,2003,44,Gd,817,Y,824,1070,1894,1,Gd,1,2,2010,214900
966,60,RL,10237,6,5,2005,2007,0,Gd,783,Y,783,701,1484,0,Gd,1,2,2007,178900
967,50,RL,9600,5,7,1940,1950,0,Gd,728,Y,976,332,1308,1,TA,2,1,2009,160000
968,20,RL,7390,5,7,1955,1955,151,TA,1098,Y,1098,0,1098,1,TA,0,1,2008,135000
969,50,RM,5925,3,6,1910,1950,0,TA,600,N,600,368,968,0,TA,0,0,2009,37900
970,190,RL,10382,6,5,1958,1958,105,TA,588,Y,1095,0,1095,1,TA,0,1,2006,140000
971,50,RL,10800,4,4,1949,1950,0,TA,720,N,720,472,1192,0,TA,0,0,2006,135000
972,160,RL,2268,7,5,2003,2004,106,Gd,764,Y,764,862,1626,0,Gd,0,2,2009,173000
973,120,RL,7892,6,5,1979,1979,0,TA,918,Y,918,0,918,0,TA,1,1,2010,99500
974,20,FV,11639,7,5,2007,2008,NA,Gd,1428,Y,1428,0,1428,0,Gd,0,2,2008,182000
975,70,RL,11414,7,8,1910,1993,0,TA,728,N,1136,883,2019,0,Gd,0,2,2009,167500
976,160,FV,2651,7,5,2000,2000,0,Gd,673,Y,673,709,1382,1,Gd,0,2,2006,165000
977,30,RL,5900,4,7,1923,1958,0,TA,440,Y,869,0,869,0,Fa,0,0,2006,85500
978,120,FV,4274,7,5,2006,2007,NA,Gd,1241,Y,1241,0,1241,1,Gd,0,2,2007,199900
979,20,RL,9450,4,5,1954,1954,0,TA,894,Y,894,0,894,0,TA,0,2,2007,110000
980,20,RL,8816,5,6,1963,1963,0,TA,1121,Y,1121,0,1121,1,TA,0,2,2009,139000
981,85,RL,12122,7,9,1961,2007,210,Ex,944,Y,999,0,999,1,Ex,0,2,2008,178400
982,60,RL,12203,8,5,1998,1999,975,Gd,1225,Y,1276,1336,2612,1,Gd,1,3,2009,336000
983,20,RL,3182,7,5,2007,2007,16,Gd,1266,Y,1266,0,1266,0,Gd,1,2,2008,159895
984,60,RL,11250,8,5,2002,2002,0,Gd,1128,Y,1149,1141,2290,0,Gd,1,2,2008,255900
985,90,RL,10125,5,5,1977,1977,0,TA,0,Y,1302,432,1734,0,Gd,0,2,2009,126000
986,190,RL,10880,5,5,1950,1950,0,TA,1164,N,1164,0,1164,1,TA,0,1,2008,125000
987,50,RM,5310,6,8,1910,2003,0,TA,485,Y,1001,634,1635,0,Gd,0,1,2006,117000
988,20,RL,10159,9,5,2009,2010,450,Ex,1930,Y,1940,0,1940,1,Ex,1,3,2010,395192
989,60,RL,12046,6,6,1976,1976,298,TA,848,Y,1118,912,2030,0,Gd,1,2,2007,195000
990,60,FV,8125,7,5,2006,2006,0,Gd,770,Y,778,798,1576,0,Gd,0,2,2006,197000
991,60,RL,9452,8,5,1997,1998,423,Gd,1396,Y,1407,985,2392,1,Gd,1,3,2006,348000
992,70,RM,17671,8,9,1882,1986,0,Gd,916,Y,916,826,1742,0,Gd,1,2,2009,168000
993,60,RL,9760,6,8,1964,1993,340,TA,822,Y,1020,831,1851,0,Gd,1,2,2007,187000
994,60,RL,8846,6,5,2005,2006,0,TA,750,Y,750,750,1500,0,Gd,0,2,2006,173900
995,20,RL,12456,10,5,2006,2007,230,Ex,1700,Y,1718,0,1718,1,Ex,1,3,2009,337500
996,50,RL,4712,4,7,1946,1950,0,TA,747,Y,774,456,1230,1,TA,0,1,2006,121600
997,20,RL,10659,5,6,1961,1961,0,TA,1050,Y,1050,0,1050,1,TA,0,1,2006,136500
998,20,RL,11717,6,6,1970,1970,571,TA,1442,Y,1442,0,1442,0,TA,1,2,2009,185000
999,30,RM,9786,3,4,1922,1950,0,TA,1007,N,1077,0,1077,0,TA,1,1,2006,91000
1000,20,RL,6762,7,5,2006,2006,24,Gd,1187,Y,1208,0,1208,1,Gd,0,2,2010,206000
1001,20,RL,10206,3,3,1952,1952,0,TA,0,N,944,0,944,0,Fa,0,2,2009,82000
1002,30,RL,5400,5,6,1920,1950,0,TA,691,Y,691,0,691,0,Ex,0,1,2007,86000
1003,20,RL,11957,8,5,2006,2006,53,Gd,1574,Y,1574,0,1574,0,Gd,1,3,2008,232000
1004,90,RL,11500,5,6,1976,1976,164,TA,1680,Y,1680,0,1680,0,TA,0,2,2007,136905
1005,120,RL,3182,7,5,2005,2006,16,Gd,1346,Y,1504,0,1504,0,Gd,1,2,2009,181000
1006,80,RL,8385,5,8,1977,1977,220,Gd,985,Y,985,0,985,0,TA,0,1,2008,149900
1007,20,RL,12155,6,3,1970,1970,0,TA,1657,Y,1657,0,1657,0,TA,1,2,2007,163500
1008,160,RM,2217,4,4,1970,1970,0,TA,546,Y,546,546,1092,0,TA,0,1,2009,88000
1009,20,RL,12118,7,5,2004,2005,108,Gd,1710,Y,1710,0,1710,0,Gd,1,2,2009,240000
1010,50,RL,6000,5,5,1926,1950,0,TA,1008,Y,1008,0,1522,0,TA,0,0,2006,102000
1011,50,RL,21286,5,5,1948,1950,0,TA,720,Y,720,551,1271,0,TA,1,1,2008,135000
1012,90,RL,9825,5,5,1965,1965,0,TA,0,N,1664,0,1664,0,TA,0,0,2010,100000
1013,70,RL,10592,6,7,1923,1996,0,TA,602,Y,900,602,1502,0,Gd,2,1,2007,165000
1014,30,RM,7200,5,4,1910,2006,0,TA,1022,N,1022,0,1022,1,TA,0,1,2009,85000
1015,20,RL,11664,6,5,1948,1950,206,TA,1082,Y,1082,0,1082,0,TA,1,1,2007,119200
1016,60,RL,8400,8,6,2001,2001,0,Gd,810,Y,810,855,1665,1,Gd,0,2,2009,227000
1017,20,RL,11883,7,5,1996,1996,196,Gd,1504,Y,1504,0,1504,1,Gd,1,2,2009,203000
1018,120,RL,5814,8,5,1984,1984,0,Gd,1220,Y,1360,0,1360,1,Gd,1,2,2009,187500
1019,80,RL,10784,7,5,1991,1992,76,Gd,384,Y,802,670,1472,0,Gd,1,2,2007,160000
1020,120,RL,3013,7,5,2005,2005,145,Gd,1362,Y,1506,0,1506,0,Gd,1,2,2006,213490
1021,20,RL,7024,4,5,2005,2005,0,TA,1132,Y,1132,0,1132,1,Gd,0,2,2008,176000
1022,20,RL,7406,7,5,2006,2006,84,Gd,1199,Y,1220,0,1220,1,Gd,0,2,2006,194000
1023,50,RM,9439,5,5,1930,1950,0,TA,912,Y,912,336,1248,0,TA,0,1,2007,87000
1024,120,RL,3182,7,5,2005,2006,14,Gd,1346,Y,1504,0,1504,0,Gd,1,2,2008,191000
